YGD_ID	gene_name	NCBI_ID	chr	start	end	strand	gene_type	interpro_ID	interpro_description	GO_slim_ID	GO_slim_description	gene_description	human_gene_ID	human_gene_name	yeast_gene_similarity
Q0142	Q0142		Mito	51052	51228	+	protein_coding			GO:0005739	mitochondrion	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps dubious open reading frame Q0143 [Source:SGD;Acc:S000007276]			
Q0143	Q0143		Mito	51277	51429	+	protein_coding			GO:0005739	mitochondrion	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007277]			
Q0144			Mito	54109	54438	+	protein_coding			GO:0005739	mitochondrion	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007278]			
Q0158															
Q0160	SCEI	854590	Mito	61022	61729	+	protein_coding	IPR004860;IPR027434	Homing endonuclease, LAGLIDADG;Homing endonuclease	GO:0005739;GO:0016787;GO:0004518;GO:0006397;GO:0006310;GO:0008380	mitochondrion;hydrolase activity;nuclease activity;mRNA processing;DNA recombination;RNA splicing	I-SceI DNA endonuclease; encoded by the mitochondrial group I intron of the 21S_rRNA gene; mediates gene conversion that propagates the intron into intron-less copies of the 21S_rRNA gene [Source:SGD;Acc:S000007279]			
Q0182	Q0182		Mito	65770	66174	+	protein_coding			GO:0005739	mitochondrion	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000007280]			
Q0250	COX2	854622	Mito	73758	74513	+	protein_coding	IPR001505;IPR002429;IPR008972;IPR011759;IPR014222;IPR034210;IPR036257	Copper centre Cu(A);Cytochrome c oxidase subunit II-like C-terminal;Cupredoxin;Cytochrome C oxidase subunit II, transmembrane domain;Cytochrome c oxidase, subunit II;Cytochrome c oxidase subunit 2, C-terminal;Cytochrome C oxidase subunit II, transmembrane domain superfamily	GO:0043167;GO:0016020;GO:0016491;GO:0006091;GO:0045333;GO:0055086;GO:0022857	ion binding;membrane;oxidoreductase activity;generation of precursor metabolites and energy;cellular respiration;nucleobase-containing small molecule metabolic process;transmembrane transporter activity	Subunit II of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits [Source:SGD;Acc:S000007281]	ENSG00000198712	MT-CO2	41.8502
Q0255	Q0255	854623	Mito	74495	75984	+	protein_coding	IPR003647;IPR004860;IPR010896;IPR027434	Intron encoded nuclease repeat;Homing endonuclease, LAGLIDADG;Nuclease-associated modular DNA-binding 1;Homing endonuclease	GO:0005739;GO:0003723;GO:0003677;GO:0016787;GO:0004518;GO:0008380	mitochondrion;RNA binding;DNA binding;hydrolase activity;nuclease activity;RNA splicing	Maturase-like protein [Source:SGD;Acc:S000007282]			
Q0275	COX3	24573142;854627	Mito	79213	80022	+	protein_coding	IPR000298;IPR013833;IPR024791;IPR033945;IPR035973	Cytochrome c oxidase subunit III-like;Cytochrome c oxidase, subunit III, 4-helical bundle;Cytochrome c oxidase subunit III;Cytochrome c oxidase subunit III domain;Cytochrome c oxidase subunit III-like superfamily	GO:0005739;GO:0016020;GO:0006091;GO:0045333;GO:0055086;GO:0016491;GO:0022857	mitochondrion;membrane;generation of precursor metabolites and energy;cellular respiration;nucleobase-containing small molecule metabolic process;oxidoreductase activity;transmembrane transporter activity	Subunit III of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits [Source:SGD;Acc:S000007283]	ENSG00000198938	MT-CO3	45.2107
Q0285															
Q0297	Q0297		Mito	85554	85709	+	protein_coding			GO:0005739	mitochondrion	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene RPM1 [Source:SGD;Acc:S000007284]			
RDN18-1															
RDN18-2															
RDN25-1															
RDN25-2															
RDN37-1															
RDN37-2															
RDN5-1															
RDN5-2															
RDN5-3															
RDN5-4															
RDN5-5															
RDN5-6															
RDN58-1															
RDN58-2															
RME2															
RME3															
RNA170															
RPR1															
RUF20															
RUF21															
RUF22															
RUF23															
RUF5-1															
RUF5-2															
SCR1															
snR10															
snR11															
snR128															
snR13															
snR14															
snR161															
snR17a															
snR17b															
snR18															
snR189															
snR19															
snR190															
snR191															
snR24															
snR3															
snR30															
snR31															
snR32															
snR33															
snR34															
snR35															
snR36															
snR37															
snR38															
snR39															
snR39B															
snR4															
snR40															
snR41															
snR42															
snR43															
snR44															
snR45															
snR46															
snR47															
snR48															
snR49															
snR5															
snR50															
snR51															
snR52															
snR53															
snR54															
snR55															
snR56															
snR57															
snR58															
snR59															
snR6															
snR60															
snR61															
snR62															
snR63															
snR64															
snR65															
snR66															
snR67															
snR68															
snR69															
snR7-L															
snR7-S															
snR70															
snR71															
snR72															
snR73															
snR74															
snR75															
snR76															
snR77															
snR78															
snR79															
snR8															
snR80															
snR81															
snR82															
snR83															
snR84															
snR85															
snR86															
snR87															
snR9															
SRG1															
tA(AGC)D															
tA(AGC)F															
tA(AGC)G															
tA(AGC)H															
tA(AGC)J															
tA(AGC)K1															
tA(AGC)K2															
tA(AGC)L															
tA(AGC)M1															
tA(AGC)M2															
tA(AGC)P															
tA(UGC)A															
tA(UGC)E															
tA(UGC)G															
tA(UGC)L															
tA(UGC)O															
tA(UGC)Q															
tC(GCA)B															
tC(GCA)G															
tC(GCA)P1															
tC(GCA)P2															
tC(GCA)Q															
tD(GUC)B															
tD(GUC)D															
tD(GUC)G1															
tD(GUC)G2															
tD(GUC)I1															
tD(GUC)I2															
tD(GUC)J1															
tD(GUC)J2															
tD(GUC)J3															
tD(GUC)J4															
tD(GUC)K															
tD(GUC)L1															
tD(GUC)L2															
tD(GUC)M															
tD(GUC)N															
tD(GUC)O															
tD(GUC)Q															
tE(CUC)D															
tE(CUC)I															
tE(UUC)B															
tE(UUC)C															
tE(UUC)E1															
tE(UUC)E2															
tE(UUC)E3															
tE(UUC)G1															
tE(UUC)G2															
tE(UUC)G3															
tE(UUC)I															
tE(UUC)J															
tE(UUC)K															
tE(UUC)L															
tE(UUC)M															
tE(UUC)P															
tE(UUC)Q															
tF(GAA)B															
tF(GAA)D															
tF(GAA)F															
tF(GAA)G															
tF(GAA)H1															
tF(GAA)H2															
tF(GAA)M															
tF(GAA)N															
tF(GAA)P1															
tF(GAA)P2															
tF(GAA)Q															
tG(CCC)D															
tG(CCC)O															
tG(GCC)B															
tG(GCC)C															
tG(GCC)D1															
tG(GCC)D2															
tG(GCC)E															
tG(GCC)F1															
tG(GCC)F2															
tG(GCC)G1															
tG(GCC)G2															
tG(GCC)J1															
tG(GCC)J2															
tG(GCC)M															
tG(GCC)O1															
tG(GCC)O2															
tG(GCC)P1															
tG(GCC)P2															
tG(UCC)G															
tG(UCC)N															
tG(UCC)O															
tG(UCC)Q															
tH(GUG)E1															
tH(GUG)E2															
tH(GUG)G1															
tH(GUG)G2															
tH(GUG)H															
tH(GUG)K															
tH(GUG)M															
tH(GUG)Q															
tI(AAU)B															
tI(AAU)D															
tI(AAU)E1															
tI(AAU)E2															
tI(AAU)G															
tI(AAU)I1															
tI(AAU)I2															
tI(AAU)L1															
tI(AAU)L2															
tI(AAU)N1															
tI(AAU)N2															
tI(AAU)P1															
tI(AAU)P2															
tI(GAU)Q															
tI(UAU)D															
tI(UAU)L															
tK(CUU)C															
tK(CUU)D1															
tK(CUU)D2															
tK(CUU)E1															
tK(CUU)E2															
tK(CUU)F															
tK(CUU)G1															
tK(CUU)G2															
tK(CUU)G3															
tK(CUU)I															
tK(CUU)J															
tK(CUU)K															
tK(CUU)M															
tK(CUU)P															
tK(UUU)D															
tK(UUU)G1															
tK(UUU)G2															
tK(UUU)K															
tK(UUU)L															
tK(UUU)O															
tK(UUU)P															
tK(UUU)Q															
tL(CAA)A															
tL(CAA)C															
tL(CAA)D															
tL(CAA)G1															
tL(CAA)G2															
tL(CAA)G3															
tL(CAA)K															
tL(CAA)L															
tL(CAA)M															
tL(CAA)N															
tL(GAG)G															
tL(UAA)B1															
tL(UAA)B2															
tL(UAA)D															
tL(UAA)J															
tL(UAA)K															
tL(UAA)L															
tL(UAA)N															
tL(UAA)Q															
tL(UAG)J															
tL(UAG)L1															
tL(UAG)L2															
tM(CAU)C															
tM(CAU)D															
tM(CAU)E															
tM(CAU)J1															
tM(CAU)J2															
tM(CAU)J3															
tM(CAU)M															
tM(CAU)O1															
tM(CAU)O2															
tM(CAU)P															
tM(CAU)Q1															
tM(CAU)Q2															
tN(GUU)C															
tN(GUU)F															
tN(GUU)G															
tN(GUU)K															
tN(GUU)L															
tN(GUU)N1															
tN(GUU)N2															
tN(GUU)O1															
tN(GUU)O2															
tN(GUU)P															
tN(GUU)Q															
tP(AGG)C															
tP(AGG)N															
tP(UGG)A															
tP(UGG)F															
tP(UGG)H															
tP(UGG)L															
tP(UGG)M															
tP(UGG)N1															
tP(UGG)N2															
tP(UGG)O1															
tP(UGG)O2															
tP(UGG)O3															
tP(UGG)Q															
tQ(CUG)M															
tQ(UUG)B															
tQ(UUG)C															
tQ(UUG)D1															
tQ(UUG)D2															
tQ(UUG)D3															
tQ(UUG)E1															
tQ(UUG)E2															
tQ(UUG)H															
tQ(UUG)L															
tQ(UUG)Q															
tR(ACG)D															
tR(ACG)E															
tR(ACG)J															
tR(ACG)K															
tR(ACG)L															
tR(ACG)O															
tR(ACG)Q2															
tR(CCG)L															
tR(CCU)J															
tR(UCU)B															
tR(UCU)D															
tR(UCU)E															
tR(UCU)G1															
tR(UCU)G2															
tR(UCU)G3															
tR(UCU)J1															
tR(UCU)J2															
tR(UCU)K															
tR(UCU)M1															
tR(UCU)M2															
tR(UCU)Q1															
tS(AGA)A															
tS(AGA)B															
tS(AGA)D1															
tS(AGA)D2															
tS(AGA)D3															
tS(AGA)E															
tS(AGA)G															
tS(AGA)H															
tS(AGA)J															
tS(AGA)L															
tS(AGA)M															
tS(CGA)C															
tS(GCU)F															
tS(GCU)O															
tS(GCU)Q1															
tS(UGA)E															
tS(UGA)I															
tS(UGA)P															
tS(UGA)Q2															
tT(AGU)B															
tT(AGU)C															
tT(AGU)D															
tT(AGU)H															
tT(AGU)I1															
tT(AGU)I2															
tT(AGU)J															
tT(AGU)N1															
tT(AGU)N2															
tT(AGU)O1															
tT(AGU)O2															
tT(CGU)K															
tT(UAG)Q2															
tT(UGU)G1															
tT(UGU)G2															
tT(UGU)H															
tT(UGU)P															
tT(UGU)Q1															
tV(AAC)E1															
tV(AAC)E2															
tV(AAC)G1															
tV(AAC)G2															
tV(AAC)G3															
tV(AAC)H															
tV(AAC)J															
tV(AAC)K1															
tV(AAC)K2															
tV(AAC)L															
tV(AAC)M1															
tV(AAC)M2															
tV(AAC)M3															
tV(AAC)O															
tV(CAC)D															
tV(CAC)H															
tV(UAC)B															
tV(UAC)D															
tV(UAC)Q															
tW(CCA)G1															
tW(CCA)G2															
tW(CCA)J															
tW(CCA)K															
tW(CCA)M															
tW(CCA)P															
tW(UCA)Q															
tX(XXX)D															
tX(XXX)L															
tY(GUA)D															
tY(GUA)F1															
tY(GUA)F2															
tY(GUA)J1															
tY(GUA)J2															
tY(GUA)M1															
tY(GUA)M2															
tY(GUA)O															
tY(GUA)Q															
YAL001C	TFC3	851262	I	147594	151166	-	protein_coding	IPR007309;IPR035625	B-block binding subunit of TFIIIC;Tfc3, extended winged-helix domain	GO:0005739;GO:0003677;GO:0006383	mitochondrion;DNA binding;transcription by RNA polymerase III	Subunit of RNA polymerase III transcription initiation factor complex; part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC) [Source:SGD;Acc:S000000001]			
YAL002W	VPS8	851261	I	143707	147531	+	protein_coding	IPR000547;IPR001841;IPR013083;IPR015943;IPR025941;IPR036322	Clathrin, heavy chain/VPS, 7-fold repeat;Zinc finger, RING-type;Zinc finger, RING/FYVE/PHD-type;WD40/YVTN repeat-like-containing domain superfamily;Vacuolar protein sorting-associated protein 8, central domain;WD40-repeat-containing domain superfamily	GO:0043167;GO:0030674;GO:0016020;GO:0006605;GO:0007033;GO:0048284;GO:0031410;GO:0016197;GO:0051049;GO:0033043;GO:0019899	ion binding;protein binding, bridging;membrane;protein targeting;vacuole organization;organelle fusion;cytoplasmic vesicle;endosomal transport;regulation of transport;regulation of organelle organization;enzyme binding	Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif [Source:SGD;Acc:S000000002]			
YAL003W	EFB1	851260	I	142174	143160	+	protein_coding	IPR001326;IPR014038;IPR014717;IPR018940;IPR036219;IPR036282	Translation elongation factor EF1B, beta/delta chains, conserved site;Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain;Translation elongation factor EF1B/ribosomal protein S6;Elongation factor 1 beta central acidic region, eukaryote;Translation elongation factor eEF-1beta-like superfamily;Glutathione S-transferase, C-terminal domain superfamily	GO:0003723;GO:0006414;GO:0008135;GO:0005085;GO:0006417;GO:0033043	RNA binding;translational elongation;translation factor activity, RNA binding;guanyl-nucleotide exchange factor activity;regulation of translation;regulation of organelle organization	Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants [Source:SGD;Acc:S000000003]	ENSG00000114942	EEF1B2	48.4444
YAL004W															
YAL005C	SSA1	851259	I	139503	141431	-	protein_coding	IPR013126;IPR018181;IPR029047;IPR029048	Heat shock protein 70 family;Heat shock protein 70, conserved site;Heat shock protein 70kD, peptide-binding domain superfamily;Heat shock protein 70kD, C-terminal domain superfamily	GO:0005576;GO:0016787;GO:0016887;GO:0005737;GO:0043167;GO:0005634;GO:0002181;GO:0051603;GO:0006457;GO:0051082;GO:0006605;GO:0070647;GO:0005618;GO:0003723;GO:0005773;GO:0055085	extracellular region;hydrolase activity;ATPase activity;cytoplasm;ion binding;nucleus;cytoplasmic translation;proteolysis involved in cellular protein catabolic process;protein folding;unfolded protein binding;protein targeting;protein modification by small protein conjugation or removal;cell wall;RNA binding;vacuole;transmembrane transport	ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions, vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils [Source:SGD;Acc:S000000004]			
YAL007C		851226	I	137698	138345	-	protein_coding	IPR009038;IPR015720;IPR036598	GOLD domain;TMP21-related;GOLD domain superfamily	GO:0016020;GO:0048193;GO:0031410	membrane;Golgi vesicle transport;cytoplasmic vesicle	Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP2 has a paralog, ERP4, that arose from the whole genome duplication [Source:SGD;Acc:S000000005]			
YAL008W		851225	I	136914	137510	+	protein_coding	IPR007014	FUN14	GO:0007005	mitochondrion organization	Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes, such as alterations in mitochondrial morphology, protein complex assembly, and lipid profile; dosage suppressor of MDM12, MDM34, and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p, the TOM complex, and the TIM23 complex, requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis [Source:SGD;Acc:S000000006]			
